t,count
56100,76
56120,74
56140,82
56160,66
56180,88
56200,72
56220,47
56240,79
56260,60
56280,52
56300,65
56320,62
56340,65
56360,72
56380,64
56400,89
56420,71
56440,80
56460,57
56480,63
56500,83
56520,80
56540,68
56560,70
56580,63
56600,70
56620,87
56640,75
56660,63
56680,61
56700,69
56720,67
56740,79
56760,61
56780,74
56800,78
56820,60
56840,81
56860,75
56880,70
56900,62
56920,56
56940,56
56960,73
56980,70
57000,59
57020,74
57040,80
57060,74
57080,64
57100,73
57120,55
57140,77
57160,71
57180,70
57200,62
57220,78
57240,68
57260,56
57280,56
57300,70
57320,80
57340,70
57360,85
57380,78
57400,71
57420,62
57440,78
57460,80
57480,88
57500,76
57520,70
57540,62
57560,52
57580,64
57600,65
57620,89
57640,58
57660,70
57680,89
57700,72
57720,57
57740,88
57760,73
57780,75
57800,68
57820,78
57840,58
57860,56
57880,61
57900,75
57920,72
57940,90
57960,59
57980,74
58000,60
58020,73
58040,64
58060,59
58080,86
58100,65
58120,50
58140,48
58160,73
58180,62
58200,78
58220,54
58240,70
58260,91
58280,72
58300,68
58320,78
58340,72
58360,74
58380,64
58400,68
58420,65
58440,59
58460,69
58480,69
58500,56
58520,56
58540,56
58560,58
58580,79
58600,67
58620,82
58640,52
58660,58
58680,72
58700,79
58720,105
58740,60
58760,90
58780,87
58800,56
58820,60
58840,80
58860,89
58880,78
58900,76
58920,74
58940,36
58960,60
58980,69
59000,58
59020,82
59040,62
59060,48
59080,85
59100,84
59120,60
59140,83
59160,65
59180,77
59200,57
59220,77
59240,87
59260,72
59280,69
59300,81
59320,73
59340,71
59360,105
59380,68
59400,64
59420,50
59440,79
59460,76
59480,83
59500,67
59520,60
59540,55
59560,60
59580,67
59600,64
59620,61
59640,70
59660,70
59680,65
59700,68
59720,92
59740,82
59760,82
59780,91
59800,78
59820,80
59840,72
59860,67
59880,76
59900,68
59920,72
59940,71
59960,58
59980,58
60000,80
60020,46
60040,49
60060,71
60080,62
60100,61
60120,89
60140,59
60160,66
60180,58
60200,73
60220,76
60240,80
60260,71
60280,72
60300,76
60320,55
60340,52
60360,64
60380,87
60400,76
60420,76
60440,79
60460,64
60480,75
60500,71
60520,65
60540,87
60560,65
60580,71
60600,83
60620,97
60640,56
60660,73
60680,86
60700,74
60720,67
60740,83
60760,76
60780,69
60800,74
60820,65
60840,61
60860,58
60880,50
60900,101
60920,49
60940,69
60960,74
60980,45
61000,85
61020,73
61040,66
61060,75
61080,53
61100,58
61120,48
61140,55
61160,70
61180,77
61200,73
61220,61
61240,66
61260,64
61280,59
61300,58
61320,63
61340,52
61360,84
61380,70
61400,58
61420,65
61440,70
61460,70
61480,84
61500,60
61520,68
61540,57
61560,60
61580,60
61600,58
61620,78
61640,59
61660,53
61680,68
61700,65
61720,69
61740,71
61760,66
61780,83
61800,81
61820,59
61840,55
61860,53
61880,74
61900,47
61920,72
61940,51
61960,74
61980,54
62000,103
62020,61
62040,76
62060,72
62080,60
62100,74
62120,69
62140,55
62160,73
62180,64
62200,80
62220,61
62240,66
62260,56
62280,70
62300,75
62320,98
62340,79
62360,60
62380,83
62400,67
62420,82
62440,57
62460,57
62480,58
62500,60
62520,79
62540,66
62560,84
62580,66
62600,66
62620,76
62640,64
62660,78
62680,73
62700,66
62720,49
62740,55
62760,62
62780,73
62800,58
62820,62
62840,54
62860,67
62880,78
62900,63
62920,36
62940,66
62960,58
62980,73
63000,54
63020,65
63040,65
63060,58
63080,65
63100,78
63120,40
63140,65
63160,79
63180,45
63200,56
63220,65
63240,67
63260,64
63280,85
63300,70
63320,54
63340,66
63360,58
63380,77
63400,68
63420,72
63440,40
63460,68
63480,36
63500,54
63520,70
63540,88
63560,69
63580,56
63600,52
63620,52
63640,61
63660,57
63680,34
63700,50
63720,66
63740,62
63760,62
63780,54
63800,47
63820,46
63840,61
63860,44
63880,44
63900,75
63920,53
63940,69
63960,69
63980,46
64000,62
64020,54
64040,60
64060,50
64080,67
64100,70
64120,61
64140,66
64160,81
64180,67
64200,62
64220,54
64240,66
64260,54
64280,68
64300,76
64320,57
64340,60
64360,55
64380,66
64400,60
64420,54
64440,67
64460,71
64480,61
64500,60
64520,45
64540,56
64560,66
64580,75
64600,50
64620,62
64640,53
64660,73
64680,73
64700,65
64720,52
64740,48
64760,54
64780,55
64800,73
64820,61
64840,37
64860,48
64880,71
64900,61
64920,68
64940,63
64960,59
64980,60
65000,78
65020,70
65040,52
65060,48
65080,75
65100,80
65120,54
65140,62
65160,52
65180,54
65200,49
65220,50
65240,64
65260,59
65280,47
65300,60
65320,52
65340,56
65360,77
65380,64
65400,74
65420,62
65440,56
65460,67
65480,56
65500,50
65520,56
65540,58
65560,80
65580,69
65600,71
65620,78
65640,74
65660,69
65680,58
65700,74
65720,78
65740,63
65760,65
65780,65
65800,78
65820,54
65840,68
65860,66
65880,47
65900,50
65920,79
65940,57
65960,61
65980,55
66000,73
66020,57
66040,84
66060,45
66080,38
66100,54
66120,48
66140,57
66160,64
66180,44
66200,59
66220,80
66240,56
66260,69
66280,54
66300,63
66320,64
66340,72
66360,55
66380,56
66400,48
66420,32
66440,58
66460,66
66480,82
66500,49
66520,64
66540,45
66560,65
66580,60
66600,83
66620,73
66640,52
66660,52
66680,60
66700,75
66720,69
66740,61
66760,63
66780,61
66800,62
66820,59
66840,49
66860,55
66880,50
66900,59
66920,83
66940,61
66960,57
66980,60
67000,78
67020,81
67040,75
67060,52
67080,78
67100,68
67120,69
67140,87
67160,67
67180,66
67200,50
67220,56
67240,66
67260,42
67280,81
67300,57
67320,60
67340,54
67360,75
67380,50
67400,62
67420,40
67440,52
67460,90
67480,68
67500,50
67520,53
67540,85
67560,58
67580,59
67600,47
67620,65
67640,66
67660,58
67680,47
67700,82
67720,52
67740,49
67760,81
67780,60
67800,76
67820,62
67840,64
67860,59
67880,69
67900,60
67920,58
67940,85
67960,42
67980,46
68000,49
68020,72
68040,53
68060,50
68080,52
68100,45
68120,40
68140,46
68160,36
68180,57
68200,54
68220,69
68240,65
68260,53
68280,79
68300,80
68320,61
68340,55
68360,66
68380,65
68400,47
68420,38
68440,58
68460,66
68480,48
68500,50
68520,56
68540,60
68560,82
68580,71
68600,60
68620,62
68640,43
68660,49
68680,51
68700,76
68720,60
68740,78
68760,77
68780,62
68800,86
68820,70
68840,44
68860,52
68880,46
68900,46
68920,96
68940,69
68960,61
68980,56
69000,62
69020,37
69040,62
69060,82
69080,72
69100,50
69120,55
69140,57
69160,53
69180,63
69200,53
69220,44
69240,47
69260,68
69280,67
69300,50
69320,40
69340,76
69360,54
69380,53
69400,62
69420,57
69440,68
69460,63
69480,53
69500,71
69520,56
69540,68
69560,52
69580,56
69600,45
69620,42
69640,60
69660,44
69680,71
69700,68
69720,63
69740,50
69760,60
69780,66
69800,61
69820,56
69840,62
69860,55
69880,55
69900,64
69920,58
69940,57
69960,48
69980,67
70000,64
70020,60
70040,54
70060,56
70080,62
70100,57
70120,59
70140,67
70160,62
70180,48
70200,52
70220,64
70240,81
70260,52
70280,79
70300,36
70320,51
70340,79
70360,64
70380,64
70400,65
70420,67
70440,79
70460,62
70480,62
70500,60
70520,43
70540,49
70560,74
70580,46
70600,58
70620,53
70640,47
70660,54
70680,69
70700,52
70720,58
70740,60
70760,76
70780,73
70800,75
70820,61
70840,62
70860,69
70880,40
70900,62
70920,76
70940,71
70960,56
70980,44
71000,59
71020,60
71040,68
71060,48
71080,48
71100,69
71120,42
71140,63
71160,62
71180,47
71200,66
71220,59
71240,53
71260,62
71280,58
71300,80
71320,42
71340,72
71360,59
71380,73
71400,65
71420,50
71440,60
71460,76
71480,65
71500,66
71520,63
71540,52
71560,63
71580,62
71600,56
71620,53
71640,60
71660,55
71680,63
71700,59
71720,73
71740,66
71760,66
71780,71
71800,64
71820,45
71840,57
71860,54
71880,65
71900,74
71920,56
71940,52
71960,64
71980,70
72000,61
72020,76
72040,44
72060,47
72080,88
72100,54
72120,60
72140,68
72160,72
72180,60
72200,90
72220,53
72240,65
72260,59
72280,61
72300,69
72320,69
72340,67
72360,59
72380,49
72400,43
72420,65
72440,74
72460,61
72480,62
72500,50
72520,49
72540,62
72560,43
72580,56
72600,70
72620,68
72640,48
72660,42
72680,46
72700,59
72720,64
72740,58
72760,43
72780,63
72800,51
72820,66
72840,71
72860,45
72880,60
72900,56
72920,58
72940,68
72960,52
72980,54
73000,67
73020,52
73040,42
73060,60
73080,66
73100,58
73120,78
73140,56
73160,73
73180,51
73200,64
73220,53
73240,52
73260,36
73280,48
73300,65
73320,53
73340,59
73360,73
73380,62
73400,57
73420,48
73440,68
73460,51
73480,60
73500,38
73520,64
73540,56
73560,66
73580,45
73600,60
73620,76
73640,58
73660,44
73680,45
73700,75
73720,67
73740,50
73760,59
73780,44
73800,53
73820,55
73840,72
73860,50
73880,57
73900,75
73920,79
73940,38
73960,75
73980,64
74000,33
74020,47
74040,58
74060,51
74080,67
74100,68
74120,38
74140,49
74160,82
74180,66
74200,52
74220,70
74240,81
74260,43
74280,55
74300,62
74320,51
74340,56
74360,64
74380,48
74400,54
74420,41
74440,42
74460,35
74480,61
74500,53
74520,62
74540,60
74560,57
74580,46
74600,32
74620,61
74640,57
74660,62
74680,62
74700,42
74720,61
74740,57
74760,38
74780,69
74800,72
74820,48
74840,44
74860,53
74880,51
74900,44
74920,72
74940,61
74960,40
74980,60
75000,48
75020,64
75040,46
75060,38
75080,56
75100,67
75120,56
75140,75
75160,54
75180,60
75200,74
75220,54
75240,52
75260,60
75280,71
75300,42
75320,39
75340,56
75360,63
75380,58
75400,64
75420,67
75440,52
75460,46
75480,55
75500,57
75520,61
75540,46
75560,78
75580,70
75600,58
75620,44
75640,62
75660,46
75680,56
75700,52
75720,65
75740,57
75760,61
75780,50
75800,65
75820,63
75840,43
75860,77
75880,50
75900,47
75920,52
75940,47
75960,41
75980,70
76000,53
76020,27
76040,60
76060,46
76080,63
76100,50
76120,78
76140,54
76160,59
76180,63
76200,54
76220,48
76240,58
76260,34
76280,66
76300,77
76320,59
76340,61
76360,72
76380,46
76400,53
76420,59
76440,60
76460,43
76480,62
76500,62
76520,52
76540,52
76560,53
76580,47
76600,66
76620,59
76640,36
76660,60
76680,55
76700,34
76720,56
76740,47
76760,55
76780,73
76800,53
76820,44
76840,54
76860,70
76880,46
76900,74
76920,54
76940,71
76960,43
76980,45
77000,68
77020,50
77040,47
77060,54
77080,51
77100,48
77120,58
77140,55
77160,54
77180,41
77200,50
77220,59
77240,61
77260,40
77280,58
77300,60
77320,61
77340,67
77360,57
77380,58
77400,58
77420,65
77440,42
77460,57
77480,60
77500,50
77520,60
77540,60
77560,46
77580,40
77600,59
77620,58
77640,50
77660,67
77680,42
77700,55
77720,54
77740,47
77760,48
77780,49
77800,60
77820,59
77840,38
77860,56
77880,56
77900,62
77920,44
77940,53
77960,54
77980,61
78000,55
78020,40
78040,35
78060,54
78080,32
78100,44
78120,55
78140,50
78160,52
78180,51
78200,40
78220,38
78240,56
78260,55
78280,78
78300,53
78320,37
78340,58
78360,85
78380,60
78400,52
78420,63
78440,40
78460,52
78480,64
78500,60
78520,47
78540,56
78560,44
78580,59
78600,31
78620,50
78640,49
78660,69
78680,57
78700,48
78720,42
78740,48
78760,75
78780,44
78800,58
78820,29
78840,63
78860,59
78880,42
78900,66
78920,38
78940,60
78960,62
78980,50
79000,36
79020,57
79040,56
79060,43
79080,65
79100,62
79120,55
79140,54
79160,50
79180,64
79200,48
79220,53
79240,58
79260,52
79280,57
79300,30
79320,65
79340,52
79360,75
79380,42
79400,58
79420,37
79440,71
79460,50
79480,48
79500,55
79520,56
79540,36
79560,50
79580,48
79600,45
79620,58
79640,52
79660,55
79680,46
79700,64
79720,74
79740,53
79760,52
79780,54
79800,54
79820,78
79840,55
79860,61
79880,55
79900,51
79920,45
79940,58
79960,45
79980,44
80000,59
80020,57
80040,49
80060,64
80080,66
80100,68
80120,59
80140,51
80160,65
80180,50
80200,52
80220,58
80240,68
80260,69
80280,48
80300,65
80320,51
80340,55
80360,53
80380,58
80400,42
80420,62
80440,61
80460,58
80480,36
80500,71
80520,24
80540,50
80560,54
80580,57
80600,62
80620,68
80640,62
80660,54
80680,66
80700,34
80720,48
80740,67
80760,55
80780,40
80800,58
80820,50
80840,52
80860,75
80880,49
80900,57
80920,48
80940,47
80960,54
80980,44
81000,68
81020,47
81040,45
81060,52
81080,54
81100,66
81120,64
81140,66
81160,56
81180,32
81200,51
81220,36
81240,45
81260,61
81280,46
81300,58
81320,58
81340,60
81360,68
81380,45
81400,53
81420,50
81440,47
81460,61
81480,64
81500,46
81520,53
81540,64
81560,60
81580,47
81600,36
81620,39
81640,80
81660,56
81680,62
81700,50
81720,59
81740,40
81760,37
81780,58
81800,67
81820,55
81840,49
81860,32
81880,56
81900,29
81920,53
81940,52
81960,54
81980,60
82000,49
82020,66
82040,53
82060,41
82080,46
82100,44
82120,41
82140,45
82160,43
82180,62
82200,65
82220,73
82240,56
82260,55
82280,60
82300,42
82320,42
82340,48
82360,62
82380,50
82400,53
82420,70
82440,40
82460,44
82480,53
82500,44
82520,40
82540,46
82560,47
82580,64
82600,48
82620,49
82640,63
82660,28
82680,50
82700,62
82720,29
82740,26
82760,39
82780,44
82800,55
82820,67
82840,46
82860,53
82880,28
82900,38
82920,50
82940,42
82960,66
82980,52
83000,50
83020,48
83040,52
83060,77
83080,46
83100,56
83120,44
83140,70
83160,58
83180,45
83200,62
83220,52
83240,58
83260,74
83280,28
83300,60
83320,56
83340,50
83360,62
83380,42
83400,60
83420,55
83440,50
83460,53
83480,48
83500,46
83520,42
83540,75
83560,52
83580,47
83600,43
83620,48
83640,46
83660,44
83680,46
83700,50
83720,46
83740,56
83760,56
83780,32
83800,48
83820,36
83840,54
83860,54
83880,60
83900,57
83920,85
83940,60
83960,52
83980,59
84000,35
84020,36
84040,48
84060,62
84080,65
84100,30
84120,63
84140,35
84160,26
84180,58
84200,48
84220,62
84240,54
84260,48
84280,58
84300,38
84320,38
84340,46
84360,75
84380,35
84400,63
84420,36
84440,40
84460,55
84480,45
84500,54
84520,62
84540,58
84560,57
84580,44
84600,36
84620,54
84640,38
84660,70
84680,56
84700,59
84720,42
84740,50
84760,39
84780,59
84800,60
84820,50
84840,34
84860,54
84880,53
84900,61
84920,62
84940,53
84960,57
84980,56
85000,20
85020,45
85040,34
85060,52
85080,45
85100,45
85120,74
85140,43
85160,52
85180,46
85200,50
85220,44
85240,50
85260,54
85280,40
85300,71
85320,60
85340,53
85360,63
85380,36
85400,36
85420,67
85440,55
85460,40
85480,50
85500,42
85520,56
85540,65
85560,54
85580,46
85600,46
85620,32
85640,60
85660,50
85680,59
85700,51
85720,50
85740,51
85760,35
85780,37
85800,49
85820,63
85840,50
85860,56
85880,43
85900,44
85920,54
85940,65
85960,51
85980,46
86000,56
86020,37
86040,35
86060,47
86080,36
86100,54
86120,46
86140,59
86160,39
86180,40
86200,48
86220,56
86240,36
86260,54
86280,48
86300,67
86320,42
86340,50
86360,44
86380,33
86400,30
86420,34
86440,44
86460,51
86480,60
86500,49
86520,55
86540,63
86560,57
86580,53
86600,48
86620,34
86640,37
86660,34
86680,67
86700,30
86720,57
86740,55
86760,54
86780,57
86800,47
86820,36
86840,61
86860,44
86880,50
86900,48
86920,55
86940,42
86960,58
86980,48
87000,49
87020,40
87040,52
87060,48
87080,40
87100,27
87120,40
87140,45
87160,42
87180,42
87200,46
87220,42
87240,48
87260,51
87280,22
87300,50
87320,65
87340,39
87360,58
87380,37
87400,37
87420,47
87440,40
87460,46
87480,61
87500,30
87520,56
87540,54
87560,65
87580,58
87600,46
87620,44
87640,45
87660,50
87680,56
87700,62
87720,41
87740,40
87760,45
87780,42
87800,51
87820,42
87840,42
87860,71
87880,42
87900,74
87920,38
87940,35
87960,48
87980,38
88000,34
88020,48
88040,44
88060,50
88080,30
88100,46
88120,37
88140,63
88160,46
88180,49
88200,41
88220,56
88240,46
88260,64
88280,40
88300,45
88320,55
88340,38
88360,55
88380,50
88400,57
88420,34
88440,51
88460,58
88480,54
88500,42
88520,54
88540,36
88560,49
88580,43
88600,42
88620,49
88640,38
88660,31
88680,57
88700,36
88720,52
88740,38
88760,56
88780,56
88800,48
88820,63
88840,52
88860,48
88880,42
88900,39
88920,56
88940,44
88960,44
88980,40
89000,60
89020,37
89040,34
89060,43
89080,48
89100,55
89120,43
89140,58
89160,51
89180,56
89200,44
89220,63
89240,50
89260,34
89280,49
89300,38
89320,46
89340,51
89360,52
89380,36
89400,46
89420,69
89440,42
89460,60
89480,59
89500,44
89520,66
89540,54
89560,60
89580,54
89600,46
89620,63
89640,36
89660,25
89680,35
89700,46
89720,34
89740,62
89760,63
89780,38
89800,55
89820,58
89840,55
89860,46
89880,44
89900,35
89920,70
89940,54
89960,38
89980,34
90000,46
90020,37
90040,44
90060,52
90080,29
90100,56
90120,58
90140,55
90160,47
90180,36
90200,48
90220,46
90240,56
90260,40
90280,42
90300,44
90320,36
90340,54
90360,49
90380,38
90400,38
90420,54
90440,38
90460,34
90480,40
90500,45
90520,38
90540,58
90560,55
90580,32
90600,43
90620,55
90640,51
90660,52
90680,38
90700,60
90720,30
90740,39
90760,34
90780,38
90800,38
90820,48
90840,37
90860,47
90880,45
90900,44
90920,52
90940,52
90960,58
90980,55
91000,51
91020,34
91040,40
91060,46
91080,49
91100,47
91120,52
91140,46
91160,54
91180,38
91200,49
91220,63
91240,40
91260,53
91280,57
91300,54
91320,58
91340,66
91360,28
91380,46
91400,48
91420,32
91440,32
91460,66
91480,40
91500,52
91520,31
91540,46
91560,47
91580,52
91600,37
91620,44
91640,48
91660,40
91680,47
91700,46
91720,56
91740,34
91760,52
91780,40
91800,53
91820,42
91840,43
91860,34
91880,61
91900,34
91920,47
91940,46
91960,53
91980,42
92000,40
92020,41
92040,46
92060,51
92080,62
92100,48
92120,59
92140,42
92160,49
92180,38
92200,65
92220,48
92240,58
92260,45
92280,26
92300,32
92320,35
92340,57
92360,46
92380,51
92400,49
92420,50
92440,44
92460,44
92480,27
92500,56
92520,48
92540,39
92560,44
92580,66
92600,42
92620,41
92640,58
92660,37
92680,40
92700,32
92720,60
92740,40
92760,44
92780,46
92800,38
92820,40
92840,56
92860,42
92880,38
92900,51
92920,45
92940,31
92960,42
92980,42
93000,44
93020,26
93040,30
93060,68
93080,34
93100,49
93120,59
93140,40
93160,48
93180,49
93200,27
93220,38
93240,61
93260,49
93280,54
93300,40
93320,54
93340,33
93360,40
93380,45
93400,34
93420,38
93440,49
93460,45
93480,37
93500,36
93520,49
93540,60
93560,41
93580,44
93600,42
93620,54
93640,51
93660,48
93680,52
93700,34
93720,26
93740,48
93760,41
93780,42
93800,58
93820,44
93840,30
93860,56
93880,36
93900,52
93920,22
93940,40
93960,65
93980,50
94000,45
94020,38
94040,64
94060,38
94080,39
94100,48
94120,34
94140,43
94160,32
94180,50
94200,32
94220,43
94240,56
94260,65
94280,44
94300,41
94320,44
94340,50
94360,39
94380,26
94400,61
94420,55
94440,34
94460,32
94480,50
94500,46
94520,46
94540,44
94560,47
94580,28
94600,28
94620,44
94640,40
94660,56
94680,42
94700,34
94720,22
94740,49
94760,49
94780,40
94800,45
94820,40
94840,45
94860,54
94880,28
94900,58
94920,48
94940,46
94960,27
94980,28
95000,35
95020,43
95040,53
95060,44
95080,55
95100,59
95120,44
95140,50
95160,51
95180,68
95200,30
95220,46
95240,24
95260,35
95280,45
95300,55
95320,71
95340,29
95360,44
95380,39
95400,41
95420,44
95440,45
95460,38
95480,36
95500,55
95520,64
95540,46
95560,39
95580,37
95600,52
95620,51
95640,36
95660,60
95680,44
95700,46
95720,38
95740,38
95760,43
95780,42
95800,41
95820,34
95840,50
95860,37
95880,28
95900,56
95920,46
95940,38
95960,40
95980,42
96000,32
96020,48
96040,44
96060,48
96080,40
96100,40
96120,41
96140,49
96160,46
96180,44
96200,29
96220,54
96240,50
96260,55
96280,49
96300,57
96320,72
96340,38
96360,44
96380,26
96400,60
96420,46
96440,42
96460,60
96480,42
96500,28
96520,32
96540,32
96560,36
96580,60
96600,47
96620,32
96640,50
96660,42
96680,52
96700,34
96720,34
96740,40
96760,29
96780,40
96800,36
96820,46
96840,56
96860,54
96880,57
96900,34
96920,32
96940,28
96960,46
96980,51
97000,51
97020,46
97040,49
97060,44
97080,24
97100,29
97120,56
97140,30
97160,42
97180,36
97200,55
97220,56
97240,48
97260,42
97280,48
97300,34
97320,46
97340,42
97360,40
97380,46
97400,40
97420,44
97440,36
97460,50
97480,53
97500,59
97520,40
97540,37
97560,59
97580,28
97600,51
97620,26
97640,28
97660,38
97680,40
97700,42
97720,38
97740,44
97760,40
97780,43
97800,46
97820,26
97840,48
97860,33
97880,28
97900,38
97920,55
97940,51
97960,32
97980,32
98000,46
98020,53
98040,51
98060,38
98080,48
98100,38
98120,35
98140,42
98160,63
98180,50
98200,50
98220,33
98240,45
98260,63
98280,38
98300,47
98320,32
98340,51
98360,50
98380,48
98400,40
98420,49
98440,20
98460,36
98480,34
98500,38
98520,31
98540,46
98560,40
98580,42
98600,58
98620,44
98640,44
98660,36
98680,50
98700,44
98720,50
98740,36
98760,24
98780,45
98800,32
98820,34
98840,41
98860,30
98880,34
98900,32
98920,33
98940,56
98960,48
98980,53
99000,38
99020,34
99040,46
99060,36
99080,19
99100,44
99120,48
99140,44
99160,33
99180,39
99200,54
99220,58
99240,40
99260,42
99280,32
99300,40
99320,53
99340,32
99360,49
99380,38
99400,42
99420,42
99440,56
99460,61
99480,35
99500,38
99520,32
99540,45
99560,38
99580,41
99600,32
99620,32
99640,38
99660,37
99680,39
99700,44
99720,33
99740,40
99760,48
99780,36
99800,40
99820,44
99840,47
99860,48
99880,40
99900,46
99920,56
99940,53
99960,55
99980,30
100000,40
100020,38
100040,38
100060,50
100080,48
100100,54
100120,41
100140,40
100160,28
100180,52
100200,40
100220,52
100240,34
100260,47
100280,43
100300,18
100320,30
100340,34
100360,44
100380,42
100400,38
100420,57
100440,44
100460,38
100480,28
100500,37
100520,58
100540,43
100560,46
100580,37
100600,36
100620,38
100640,47
100660,63
100680,51
100700,38
100720,46
100740,38
100760,46
100780,41
100800,42
100820,55
100840,33
100860,48
100880,44
100900,32
100920,41
100940,41
100960,33
100980,36
101000,60
101020,36
101040,41
101060,56
101080,46
101100,35
101120,59
101140,28
101160,38
101180,48
101200,30
101220,45
101240,44
101260,40
101280,41
101300,54
101320,34
101340,26
101360,25
101380,26
101400,32
101420,37
101440,28
101460,43
101480,22
101500,34
101520,31
101540,52
101560,41
101580,52
101600,42
101620,50
101640,35
101660,57
101680,47
101700,42
101720,31
101740,52
101760,32
101780,48
101800,46
101820,40
101840,55
101860,40
101880,41
101900,36
101920,48
101940,30
101960,45
101980,40
102000,50
102020,39
102040,43
102060,52
102080,36
102100,41
102120,38
102140,45
102160,29
102180,30
102200,41
102220,44
102240,42
102260,38
102280,38
102300,43
102320,37
102340,48
102360,38
102380,49
102400,38
102420,48
102440,61
102460,38
102480,48
102500,50
102520,59
102540,40
102560,32
102580,40
102600,68
102620,51
102640,24
102660,40
102680,44
102700,20
102720,53
102740,31
102760,48
102780,37
102800,50
102820,64
102840,38
102860,38
102880,58
102900,41
102920,39
102940,49
102960,39
102980,40
103000,34
103020,50
103040,34
103060,32
103080,36
103100,33
103120,23
103140,30
103160,42
103180,42
103200,30
103220,40
103240,33
103260,30
103280,24
103300,50
103320,43
103340,45
103360,41
103380,40
103400,47
103420,34
103440,45
103460,49
103480,34
103500,26
103520,33
103540,38
103560,42
103580,42
103600,51
103620,45
103640,52
103660,50
103680,27
103700,45
103720,40
103740,50
103760,54
103780,30
103800,45
103820,45
103840,55
103860,45
103880,54
103900,32
103920,30
103940,36
103960,40
103980,22
104000,42
104020,49
104040,30
104060,51
104080,50
104100,36
104120,42
104140,38
104160,33
104180,37
104200,33
104220,40
104240,26
104260,36
104280,30
104300,63
104320,28
104340,33
104360,33
104380,40
104400,46
104420,42
104440,46
104460,57
104480,32
104500,25
104520,51
104540,29
104560,26
104580,38
104600,44
104620,43
104640,46
104660,45
104680,48
104700,39
104720,40
104740,21
104760,25
104780,53
104800,35
104820,32
104840,43
104860,40
104880,51
104900,40
104920,40
104940,42
104960,30
104980,51
105000,30
105020,26
105040,44
105060,50
105080,29
105100,29
105120,42
105140,29
105160,42
105180,41
105200,30
105220,34
105240,33
105260,26
105280,36
105300,43
105320,41
105340,35
105360,51
105380,42
105400,20
105420,47
105440,53
105460,29
105480,30
105500,46
105520,44
105540,40
105560,20
105580,37
105600,42
105620,45
105640,32
105660,34
105680,60
105700,56
105720,42
105740,53
105760,30
105780,51
105800,49
105820,53
105840,44
105860,50
105880,54
105900,29
105920,44
105940,44
105960,50
105980,20
106000,16
106020,49
106040,50
106060,37
106080,32
106100,47
106120,33
106140,29
106160,48
106180,28
106200,20
106220,38
106240,36
106260,40
106280,34
106300,36
106320,34
106340,44
106360,34
106380,30
106400,46
106420,30
106440,56
106460,44
106480,42
106500,22
106520,34
106540,34
106560,28
106580,44
106600,34
106620,46
106640,24
106660,29
106680,23
106700,39
106720,63
106740,52
106760,53
106780,35
106800,49
106820,41
106840,40
106860,38
106880,40
106900,54
106920,26
106940,40
106960,31
106980,53
107000,30
107020,47
107040,44
107060,32
107080,47
107100,46
107120,29
107140,32
107160,50
107180,44
107200,38
107220,38
107240,56
107260,42
107280,33
107300,48
107320,40
107340,30
107360,34
107380,47
107400,40
107420,54
107440,20
107460,37
107480,49
107500,30
107520,54
107540,54
107560,42
107580,42
107600,44
107620,22
107640,36
107660,25
107680,36
107700,36
107720,46
107740,36
107760,39
107780,45
107800,24
107820,36
107840,25
107860,35
107880,41
107900,35
107920,29
107940,38
107960,26
107980,38
108000,42
108020,41
108040,36
108060,46
108080,36
108100,24
108120,28
108140,38
108160,18
108180,42
108200,39
108220,34
108240,40
108260,39
108280,39
108300,41
108320,26
108340,34
108360,46
108380,26
108400,42
108420,39
108440,34
108460,44
108480,35
108500,27
108520,24
108540,36
108560,57
108580,17
108600,24
108620,41
108640,37
108660,34
108680,40
108700,24
108720,41
108740,39
108760,41
108780,38
108800,24
108820,32
108840,36
108860,29
108880,26
108900,37
108920,36
108940,70
108960,36
108980,48
109000,33
109020,40
109040,45
109060,41
109080,33
109100,50
109120,43
109140,28
109160,40
109180,28
109200,40
109220,28
109240,35
109260,37
109280,30
109300,26
109320,32
109340,19
109360,32
109380,38
109400,36
109420,58
109440,34
109460,36
109480,24
109500,33
109520,28
109540,26
109560,53
109580,48
109600,37
109620,32
109640,36
109660,29
109680,38
109700,31
109720,29
109740,42
109760,38
109780,31
109800,40
109820,30
109840,35
109860,28
109880,33
109900,36
109920,50
109940,30
109960,38
109980,32
110000,40
110020,43
110040,34
110060,35
110080,52
110100,29
110120,28
110140,35
110160,24
110180,31
110200,36
110220,34
110240,36
110260,30
110280,29
110300,38
110320,37
110340,32
110360,34
110380,38
110400,33
110420,34
110440,38
110460,36
110480,32
110500,34
110520,44
110540,41
110560,46
110580,32
110600,35
110620,70
110640,45
110660,36
110680,56
110700,36
110720,36
110740,30
110760,28
110780,26
110800,46
110820,48
110840,46
110860,34
110880,50
110900,44
110920,22
110940,36
110960,32
110980,37
111000,41
111020,27
111040,42
111060,30
111080,53
111100,24
111120,28
111140,45
111160,38
111180,38
111200,37
111220,37
111240,44
111260,44
111280,34
111300,38
111320,30
111340,36
111360,46
111380,44
111400,52
111420,43
111440,35
111460,31
111480,16
111500,51
111520,37
111540,46
111560,38
111580,40
111600,34
111620,41
111640,34
111660,36
111680,23
111700,44
111720,56
111740,38
111760,34
111780,42
111800,43
111820,38
111840,31
111860,22
111880,32
111900,41
111920,32
111940,48
111960,33
111980,46
112000,36
112020,39
112040,24
112060,33
